city	cityASCII	latitude	longitude	country	population	id	zoomLevel	countryColor
Kinshasa	Kinshasa	-4.3219	15.3119	Congo (Kinshasa)	12836000	1180000363	1	
Rio de Janeiro	Rio de Janeiro	-22.9111	-43.2056	Brazil	12592000	1076887657	2.3	#9CCE59
Chennai	Chennai	13.0825	80.275	India	12395000	1356374944	8	#FF7C4C
Xiâ€™an	Xi'an	34.2611	108.9422	China	12328000	1156244079	1	#FFAADE
Lahore	Lahore	31.5497	74.3436	Pakistan	12306000	1586801463	1	
Chongqing	Chongqing	29.5637	106.5504	China	12135000	1156936556	1	#FFAADE
Los Angeles	Los Angeles	34.1141	-118.4068	United States	11885717	1840020491	1	#2B70C9
London	London	51.5072	-0.1275	United Kingdom	11262000	1826645935	1	#FF5151
Paris	Paris	48.8567	2.3522	France	11060000	1250015082	1	#1CB0F6
Linyi	Linyi	35.1038	118.3564	China	10820000	1156086320	7	#FFAADE
Dongguan	Dongguan	23.021	113.752	China	10646000	1156478242	27.9	#FFAADE
Baoding	Baoding	38.874	115.464	China	10546831	1156256829	8	#FFAADE
HyderÄbÄd	Hyderabad	17.3617	78.4747	India	10494000	1356871768	1	#FF7C4C
Tianjin	Tianjin	39.1336	117.2054	China	10368000	1156174046	4	#FFAADE
Lima	Lima	-12.06	-77.0375	Peru	10320000	1604728603	1	
Wuhan	Wuhan	30.5934	114.3046	China	10251000	1156117184	1.7	#FFAADE
Nanyang	Nanyang	32.9902	112.5285	China	9577771	1156192287	1	#FFAADE
Hangzhou	Hangzhou	30.267	120.153	China	9523000	1156275243	7	#FFAADE
Nagoya	Nagoya	35.1833	136.9	Japan	9197000	1392407472	6.1	#C33C3C
Luanda	Luanda	-8.8383	13.2344	Angola	9051000	1024949724	1	
Foshan	Foshan	23.0214	113.1216	China	9042500	1156738403	36.8	#FFAADE
Kuala Lumpur	Kuala Lumpur	3.1686	101.698	Malaysia	8911000	1458988644	1.5	
Zhoukou	Zhoukou	33.6367	114.7014	China	8677800	1156272098	1	#FFAADE
Tongshan	Tongshan	34.261	117.1859	China	8669000	1156241678	1	#FFAADE
Hanoi	Hanoi	21	105.85	Vietnam	8587100	1704413791	1	
Chicago	Chicago	41.8375	-87.6866	United States	8489066	1840000494	1	#2B70C9
Nanjing	Nanjing	32.0608	118.7789	China	8422000	1156644065	8	#FFAADE
Heze	Heze	35.2343	115.4796	China	8287693	1156225008	10.6	#FFAADE
Pune	Pune	18.5203	73.8567	India	8231000	1356081074	4.6	#FF7C4C
Jining	Jining	35.4151	116.5871	China	8081905	1156504601	2.3	#FFAADE
BogotÃ¡	Bogota	4.7111	-74.0722	Colombia	8034649	1170483426	1	
Ahmedabad	Ahmedabad	23.0225	72.5714	India	8009000	1356304381	1.5	#FF7C4C
Shenyang	Shenyang	41.8025	123.4281	China	7964000	1156309382	1.1	#FFAADE
Dar es Salaam	Dar es Salaam	-6.8161	39.2803	Tanzania	7962000	1834843853	1	
Khartoum	Khartoum	15.6031	32.5265	Sudan	7869000	1729268475	1	
Johannesburg	Johannesburg	-26.2044	28.0456	South Africa	7860781	1710550792	1	
Fuyang	Fuyang	32.89	115.814	China	7599913	1156248008	10.6	#FFAADE
Hong Kong	Hong Kong	22.3	114.2	Hong Kong	7450000	1344982653	3	
Ganzhou	Ganzhou	25.831	114.933	China	7396873	1156832475	3.5	#FFAADE
Shangqiu	Shangqiu	34.415	115.656	China	7325300	1156805441	10.6	#FFAADE
Cangzhou	Cangzhou	38.3047	116.8387	China	7300783	1156698069	1	#FFAADE
Riyadh	Riyadh	24.65	46.71	Saudi Arabia	7237000	1682999334	1	#70B06F
Santiago	Santiago	-33.4372	-70.6506	Chile	7171000	1152554349	1	
Zhumadian	Zhumadian	33.014	114.022	China	7008427	1156184822	1	#FFAADE
Zhanjiang	Zhanjiang	21.2701	110.3575	China	6981236	1156502170	2	#FFAADE
Rangoon	Rangoon	16.795	96.16	Burma	6874000	1104616656	1	
Yancheng	Yancheng	33.35	120.1569	China	6709629	1156995410	1.1	#FFAADE
Bijie	Bijie	27.284	105.292	China	6686100	1156018927	5.3	#FFAADE
Xingtai	Xingtai	37.0717	114.5048	China	6645766	1156294952	1	#FFAADE
Hengyang	Hengyang	26.894	112.572	China	6645243	1156696884	2.3	#FFAADE
Shaoyang	Shaoyang	27.2395	111.4679	China	6563520	1156310366	1	#FFAADE
Surabaya	Surabaya	-7.2458	112.7378	Indonesia	6556000	1360484663	1.7	
SÅ«rat	Surat	21.205	72.84	India	6538000	1356758738	1	#FF7C4C
Quanzhou	Quanzhou	24.8744	118.6757	China	6480000	1156829655	7	#FFAADE
Shangrao	Shangrao	28.4551	117.9431	China	6435300	1156405492	6.1	#FFAADE
Zunyi	Zunyi	27.722	107.031	China	6270700	1156539782	1.5	#FFAADE
Madrid	Madrid	40.4169	-3.7033	Spain	6211000	1724616994	1	#FED142
Baghdad	Baghdad	33.3153	44.3661	Iraq	6183000	1368596238	1	
Maoming	Maoming	21.6627	110.9255	China	6174050	1156568722	7	#FFAADE
Miami	Miami	25.784	-80.2101	United States	6113982	1840015149	1	#2B70C9
Xinyang	Xinyang	32.149	114.091	China	6109106	1156273453	12.1	#FFAADE
Houston	Houston	29.786	-95.3885	United States	6046392	1840020925	1	#2B70C9
Singapore	Singapore	1.3	103.8	Singapore	5983000	1702341327	1	
Prayagraj	Prayagraj	25.4358	81.8464	India	5954391	1356718332	6.1	#FF7C4C
Huanggang	Huanggang	30.4537	114.8724	China	5882719	1156200037	1	#FFAADE
Dalian	Dalian	38.9	121.6	China	5871474	1156175472	2.3	#FFAADE
Ankara	Ankara	39.93	32.85	Turkey	5864049	1792572891	2	
Dallas	Dallas	32.7935	-96.7667	United States	5843632	1840019440	1	#2B70C9
Qingdao	Qingdao	36.0669	120.3827	China	5818255	1156112588	1	#FFAADE
Yulin	Yulin	22.654	110.181	China	5796766	1156901312	1	#FFAADE
Liaocheng	Liaocheng	36.4559	115.9852	China	5789863	1156006600	12.1	#FFAADE
Douala	Douala	4.05	9.7	Cameroon	5768400	1120494607	8	
Qujing	Qujing	25.491	103.796	China	5765775	1156747998	7	#FFAADE
Nangandao	Nangandao	35.3036	113.9268	China	5708191	1156127660	1	#FFAADE
Addis Ababa	Addis Ababa	9.03	38.74	Ethiopia	5704000	1231824991	1	
Philadelphia	Philadelphia	40.0077	-75.1339	United States	5696588	1840000673	3	#2B70C9
Toronto	Toronto	43.7417	-79.3733	Canada	5647656	1124279679	1	
Zhengzhou	Zhengzhou	34.764	113.684	China	5621593	1156183137	4.6	#FFAADE
Nanchong	Nanchong	30.8372	106.1106	China	5607565	1156762337	9.2	#FFAADE
Jinan	Jinan	36.6702	117.0207	China	5606374	1156972469	7	#FFAADE
Giza	Giza	29.987	31.2118	Egypt	5598402	1818925479	55.7	
Saint Petersburg	Saint Petersburg	59.9375	30.3086	Russia	5597763	1643616350	1	#4B4B4B
Jieyang	Jieyang	23.551	116.3727	China	5577814	1156260378	6.1	#FFAADE
Dezhou	Dezhou	37.436	116.359	China	5568235	1156524080	1	#FFAADE
Nairobi	Nairobi	-1.2864	36.8172	Kenya	5545000	1404000661	1	
Guadalajara	Guadalajara	20.6767	-103.3475	Mexico	5525000	1484950208	1.5	
Taiâ€™an	Tai'an	36.202	117.087	China	5472217	1156095188	1	#FFAADE
Dazhou	Dazhou	31.2093	107.4678	China	5385422	1156834076	7	#FFAADE
Belo Horizonte	Belo Horizonte	-19.9281	-43.9419	Brazil	5328000	1076967355	1	#9CCE59
Suzhou	Suzhou	33.648	116.964	China	5324476	1156871297	16	#FFAADE
Suzhou	Suzhou	33.648	116.964	China	5324476	1156871297	16	#FFAADE
Monterrey	Monterrey	25.6844	-100.3181	Mexico	5324281	1484559591	1	
Yongzhou	Yongzhou	26.42	111.613	China	5289824	1156694479	7	#FFAADE
Changde	Changde	29.031	111.699	China	5279102	1156449091	3.5	#FFAADE
Xiangyang	Xiangyang	32.01	112.122	China	5260951	1156107325	3.5	#FFAADE
Atlanta	Atlanta	33.7628	-84.422	United States	5211164	1840013660	1	#2B70C9
Pudong	Pudong	31.2347	121.5064	China	5187200	1156644508	1	#FFAADE
Washington	Washington	38.9047	-77.0163	United States	5146120	1840006060	1	#2B70C9
Zhaotong	Zhaotong	27.338	103.717	China	5092611	1156924687	1	#FFAADE
Zhangzhou	Zhangzhou	24.513	117.647	China	5054328	1156241637	1	#FFAADE
Yueyang	Yueyang	29.3647	113.1309	China	5051922	1156586314	9.2	#FFAADE
Melbourne	Melbourne	-37.8142	144.9631	Australia	5031195	1036533631	1	#FFA747
Yichun	Yichun	27.816	114.417	China	5007702	1156229590	1	#FFAADE
Abidjan	Abidjan	5.3364	-4.0267	CÃ´te dâ€™Ivoire	4980000	1384207980	1.5	
Guilin	Guilin	25.275	110.296	China	4931137	1156235364	2	#FFAADE
Pingdingshan	Pingdingshan	33.7666	113.1926	China	4904701	1156735124	1	#FFAADE
Alexandria	Alexandria	31.1975	29.8925	Egypt	4870000	1818695837	2	
Bozhou	Bozhou	33.8463	115.7786	China	4850657	1156356860	8	#FFAADE
Sydney	Sydney	-33.8667	151.2	Australia	4840600	1036074917	1	#FFA747
Barcelona	Barcelona	41.3833	2.1833	Spain	4800000	1724594040	2	#FED142
Yuncheng	Yuncheng	35.0267	111.007	China	4774508	1156705644	1	#FFAADE
Cape Town	Cape Town	-33.9253	18.4239	South Africa	4770313	1710680650	1	
Changsha	Changsha	28.228	112.939	China	4766296	1156961497	8	#FFAADE
Suqian	Suqian	33.963	118.275	China	4719178	1156212349	10.6	#FFAADE
Jeddah	Jeddah	21.5428	39.1728	Saudi Arabia	4697000	1682926944	1	#70B06F
Weinan	Weinan	34.5206	109.471	China	4688744	1156903687	10.6	#FFAADE
Berlin	Berlin	52.52	13.405	Germany	4679500	1276451290	1	
Chenzhou	Chenzhou	25.77	113.016	China	4667134	1156291915	1	#FFAADE
Jiangmen	Jiangmen	22.5789	113.0815	China	4630300	1156105613	18.4	#FFAADE
Mianyang	Mianyang	31.468	104.679	China	4613862	1156417758	3	#FFAADE
Jiujiang	Jiujiang	29.661	115.954	China	4600276	1156206041	3.5	#FFAADE
Huaihua	Huaihua	27.5698	110.0016	China	4587594	1156353465	1	#FFAADE
Huanglongsi	Huanglongsi	34.795	114.345	China	4564900	1156198356	1	#FFAADE
Taizhou	Taizhou	32.4567	119.9229	China	4512762	1156119229	1	#FFAADE
BelÄhi	Belahi	26.4	86.25	India	4487379	1356614886	1	#FF7C4C
Yibin	Yibin	28.752	104.643	China	4471896	1156107603	1	#FFAADE
Jiâ€™an	Ji'an	27.0912	114.9668	China	4469176	1156278215	1	#FFAADE
Yangzhou	Yangzhou	32.3944	119.4128	China	4459760	1156818601	9.2	#FFAADE
Kunming	Kunming	25.0464	102.7094	China	4422686	1156477539	1.1	#FFAADE
Changchun	Changchun	43.897	125.326	China	4408154	1156078103	18.4	#FFAADE
Luâ€™an	Lu'an	31.736	116.52	China	4393699	1156499624	1	#FFAADE
Xinpu	Xinpu	34.5966	119.2214	China	4393482	1156035381	1	#FFAADE
Langfang	Langfang	39.5383	116.6835	China	4358839	1156109017	1	#FFAADE
Boston	Boston	42.3188	-71.0852	United States	4355184	1840000455	1	#2B70C9
ÃœrÃ¼mqi	Urumqi	43.8225	87.6125	China	4335017	1156051276	1	#FFAADE
Suzhou	Suzhou	31.3	120.6194	China	4330000	1156029196	16	#FFAADE
Suzhou	Suzhou	31.3	120.6194	China	4330000	1156029196	16	#FFAADE
Guigang	Guigang	23.112	109.599	China	4316262	1156895251	7	#FFAADE
Shantou	Shantou	23.354	116.682	China	4312192	1156457499	16	#FFAADE
Jiangguanchi	Jiangguanchi	34.037	113.852	China	4307488	1156235735	1	#FFAADE
Kabul	Kabul	34.5253	69.1783	Afghanistan	4273156	1004993580	1	
Xiaoganzhan	Xiaoganzhan	30.918	113.957	China	4270371	1156002290	1	#FFAADE
Bamako	Bamako	12.6458	-7.9922	Mali	4227569	1466965925	1	
Kano	Kano	12	8.5167	Nigeria	4224966	1566422868	1	
Luzhou	Luzhou	28.871	105.442	China	4218427	1156582079	4	#FFAADE
Hefei	Hefei	31.8206	117.2273	China	4216940	1156332710	2	#FFAADE
Hengshui	Hengshui	37.739	115.669	China	4212933	1156803028	1	#FFAADE
Fortaleza	Fortaleza	-3.7275	-38.5275	Brazil	4167996	1076567885	1	#9CCE59
Anqing	Anqing	30.5318	117.1153	China	4165284	1156238875	1	#FFAADE
Zhangjiakou	Zhangjiakou	40.769	114.886	China	4118908	1156800221	1	#FFAADE
Zhaoqing	Zhaoqing	23.05	112.4667	China	4113594	1156170144	24.3	#FFAADE
Shijiazhuang	Shijiazhuang	38.0425	114.51	China	4098243	1156217541	1.7	#FFAADE
Ningbo	Ningbo	29.8603	121.6245	China	4087523	1156170787	1.7	#FFAADE
Qiqihar	Qiqihar	47.3549	123.9182	China	4067489	1156775905	1	#FFAADE
Phoenix	Phoenix	33.5722	-112.0892	United States	4065338	1840020568	1	#2B70C9
Liuzhou	Liuzhou	24.3278	109.4278	China	4041700	1156360785	2.3	#FFAADE
Chifeng	Chifeng	42.255	118.8825	China	4035967	1156277458	1	#FFAADE
Xiaoxita	Xiaoxita	30.692	111.287	China	4017607	1156764447	1	#FFAADE
Amman	Amman	31.9497	35.9328	Jordan	4007526	1400522593	2.6	
Linfen	Linfen	36.088	111.519	China	3976481	1156416074	1	#FFAADE
Xianyang	Xianyang	34.3299	108.7088	China	3959842	1156120117	42.2	#FFAADE
Chuzhou	Chuzhou	32.256	118.333	China	3937868	1156036420	1	#FFAADE
Kumasi	Kumasi	6.7	-1.625	Ghana	3903480	1288181103	2.3	
Zhuzhou	Zhuzhou	27.829	113.133	China	3902738	1156041962	6.1	#FFAADE
Taiyuan	Taiyuan	37.8704	112.5497	China	3875053	1156632014	9.2	#FFAADE
Qingyuan	Qingyuan	23.682	113.056	China	3874000	1156135890	5.3	#FFAADE
Meizhou	Meizhou	24.289	116.122	China	3873239	1156361028	9.2	#FFAADE
Yiyang	Yiyang	28.5549	112.356	China	3851564	1156218615	7	#FFAADE
Nanning	Nanning	22.8167	108.3275	China	3837978	1156605439	9.2	#FFAADE
Harbin	Harbin	45.7576	126.6409	China	3830000	1156241528	1.5	#FFAADE
Loudi	Loudi	27.6998	111.9944	China	3826996	1156010654	1	#FFAADE
Abuja	Abuja	9.0667	7.4833	Nigeria	3770000	1566342270	1	
Yokohama	Yokohama	35.4442	139.6381	Japan	3757630	1392118339	10.6	#C33C3C
Suihua	Suihua	46.654	126.969	China	3756167	1156235493	1	#FFAADE
Binzhou	Binzhou	37.383	117.971	China	3748474	1156564962	1	#FFAADE
Zaozhuang	Zaozhuang	34.8109	117.3238	China	3729140	1156796454	1	#FFAADE
Detroit	Detroit	42.3834	-83.1024	United States	3716929	1840003971	1	#2B70C9
Xiamen	Xiamen	24.4796	118.0889	China	3707090	1156212809	1.7	#FFAADE
Mashhad	Mashhad	36.3264	59.5433	Iran	3700000	1364123206	1.5	
MontrÃ©al	Montreal	45.5089	-73.5617	Canada	3675219	1124586170	1	
Fuzhou	Fuzhou	26.0743	119.2964	China	3671192	1156188037	2.6	#FFAADE
Fuzhou	Fuzhou	26.0743	119.2964	China	3671192	1156188037	1	#FFAADE
Wuhu	Wuhu	31.3526	118.4331	China	3644420	1156315512	5.3	#FFAADE
Medan	Medan	3.5894	98.6739	Indonesia	3632000	1360543171	3.5	
Yulinshi	Yulinshi	38.2858	109.7341	China	3624750	1156280672	1	#FFAADE
Fuzhou	Fuzhou	27.949	116.358	China	3614866	1156915325	2.6	#FFAADE
Fuzhou	Fuzhou	27.949	116.358	China	3614866	1156915325	1	#FFAADE
Wenzhou	Wenzhou	27.9938	120.6993	China	3604446	1156188829	1.1	#FFAADE
Changzhou	Changzhou	31.811	119.974	China	3601079	1156185511	12.1	#FFAADE
Puyang	Puyang	35.7627	115.0292	China	3598740	1156431924	9.2	#FFAADE
Nanchang	Nanchang	28.683	115.858	China	3576547	1156198892	10.6	#FFAADE
Baicheng	Baicheng	23.903	106.619	China	3571505	1156981113	1	#FFAADE
Seattle	Seattle	47.6211	-122.3244	United States	3555253	1840021117	1	#2B70C9
Ibadan	Ibadan	7.3964	3.9167	Nigeria	3552000	1566366407	1.7	
Jiaozuo	Jiaozuo	35.2157	113.2419	China	3521078	1156157854	1	#FFAADE
NÄdampÄlaiyam	Nadampalaiyam	11.0125	76.9714	India	3458045	1356163850	1	#FF7C4C
Deyang	Deyang	31.127	104.398	China	3456161	1156127147	1	#FFAADE
Busan	Busan	35.18	129.075	Korea, South	3453198	1410601465	1.5	#2B70C9
Hechi	Hechi	24.693	108.085	China	3417945	1156167204	1	#FFAADE
Tangshan	Tangshan	39.6294	118.1739	China	3399231	1156904299	8	#FFAADE
Lucknow	Lucknow	26.85	80.95	India	3382000	1356891790	2	#FF7C4C
San Francisco	San Francisco	37.7558	-122.4449	United States	3364862	1840021543	1	#2B70C9
Boankra	Boankra	6.6919	-1.4051	Ghana	3348000	1288164978	1	
Dubai	Dubai	25.2631	55.2972	United Arab Emirates	3331420	1784736618	1.3	
Anshan	Anshan	41.108	122.994	China	3325372	1156901825	3.5	#FFAADE
Baojishi	Baojishi	34.363	107.238	China	3321853	1156101096	1	#FFAADE
Guozhen	Guozhen	34.3609	107.1751	China	3321853	1156084652	1	#FFAADE
Qinzhou	Qinzhou	21.981	108.654	China	3302238	1156106602	4	#FFAADE
Guiyang	Guiyang	26.647	106.63	China	3299724	1156932620	2.3	#FFAADE
Wuxi	Wuxi	31.5667	120.2833	China	3245179	1156019650	12.1	#FFAADE
Kannankulam	Kannankulam	10.52	76.21	India	3243170	1356335606	1	#FF7C4C
Caracas	Caracas	10.4806	-66.9036	Venezuela	3242000	1862748204	1	
Kotla Qasim Khan	Kotla Qasim Khan	32.5833	73.75	Pakistan	3219375	1586216308	1	
Casablanca	Casablanca	33.5333	-7.5833	Morocco	3215935	1504175315	1	
Hanzhong	Hanzhong	33.0664	107.0232	China	3211462	1156382678	2	#FFAADE
Shiyan	Shiyan	32.629	110.7987	China	3209004	1156383921	7	#FFAADE
Guangâ€™an	Guang'an	30.4564	106.6326	China	3205476	1156377302	1	#FFAADE
Faisalabad	Faisalabad	31.4167	73.0911	Pakistan	3203846	1586323916	18.4	
Changzhi	Changzhi	36.195	113.117	China	3180884	1156057944	13.9	#FFAADE
Tongren	Tongren	27.7316	109.1895	China	3168800	1156803442	1	#FFAADE
Bengbu	Bengbu	32.917	117.389	China	3164467	1156440668	1	#FFAADE
Leshan	Leshan	29.552	103.766	China	3160168	1156203130	1	#FFAADE
Santa Cruz de la Sierra	Santa Cruz de la Sierra	-17.7892	-63.1975	Bolivia	3151676	1068005036	1.1	
Neijiang	Neijiang	29.5802	105.058	China	3140678	1156516335	10.6	#FFAADE
Zhenjiang	Zhenjiang	32.188	119.424	China	3113384	1156934125	1	#FFAADE
Qinhuangdao	Qinhuangdao	39.8882	119.5202	China	3107400	1156091093	1	#FFAADE
Bursa	Bursa	40.1833	29.05	Turkey	3101833	1792903330	3	
Tashkent	Tashkent	41.3111	69.2797	Uzbekistan	3095498	1860331871	1	
Guayaquil	Guayaquil	-2.19	-79.8875	Ecuador	3094420	1218802178	1	
Jaipur	Jaipur	26.9	75.8	India	3073350	1356293537	2	#FF7C4C
Lanzhou	Lanzhou	36.0606	103.8268	China	3067141	1156280566	1.3	#FFAADE
Ouagadougou	Ouagadougou	12.3686	-1.5275	Burkina Faso	3063271	1854029208	2	
Athens	Athens	37.9842	23.7281	Greece	3059764	1300715560	1	
San Diego	San Diego	32.8313	-117.1222	United States	3057778	1840021990	12.1	#2B70C9
Guatemala City	Guatemala City	14.6417	-90.5133	Guatemala	3014000	1320197916	1	
Kuwait City	Kuwait City	29.3697	47.9783	Kuwait	2989000	1414102075	1	
Qincheng	Qincheng	34.5815	105.7248	China	2984659	1156104017	1	#FFAADE
Ä°zmir	Izmir	38.42	27.14	Turkey	2965900	1792725579	1	
Quezon City	Quezon City	14.65	121.0475	Philippines	2960048	1608974097	1	
Kyiv	Kyiv	50.45	30.5233	Ukraine	2952301	1804382913	1	
KottÄrasshÄ“ri	Kottarassheri	10.775	76.651	India	2952254	1356333889	1	#FF7C4C
Meishan	Meishan	30.0771	103.8484	China	2950545	1156185501	5.3	#FFAADE
Incheon	Incheon	37.4833	126.6333	Korea, South	2936117	1410160313	27.9	#2B70C9
Ningde	Ningde	26.6662	119.5477	China	2910000	1156909802	1	#FFAADE
Zhongshan	Zhongshan	22.517	113.3925	China	2909633	1156579621	55.7	#FFAADE
Minneapolis	Minneapolis	44.9635	-93.2678	United States	2906807	1840007830	1	#2B70C9
Tampa	Tampa	27.9945	-82.4447	United States	2906035	1840015982	1	#2B70C9
Putian	Putian	25.4526	119.0078	China	2900000	1156811601	4.6	#FFAADE
Mbuji-Mayi	Mbuji-Mayi	-6.15	23.6	Congo (Kinshasa)	2892000	1180399586	1	
Tongliao	Tongliao	43.654	122.243	China	2873168	1156358686	1	#FFAADE
Chaoyang	Chaoyang	41.571	120.453	China	2872857	1156706927	1	#FFAADE
Hohhot	Hohhot	40.842	111.749	China	2866615	1156210167	2.3	#FFAADE
Pyongyang	Pyongyang	39.0167	125.7475	Korea, North	2863000	1408738594	2.6	
Shaoguan	Shaoguan	24.811	113.597	China	2855131	1156617066	4	#FFAADE
Taichung	Taichung	24.1439	120.6794	Taiwan	2850285	1158689622	6.1	
Cali	Cali	3.4206	-76.5222	Colombia	2838333	1170417589	1.5	
Heyuan	Heyuan	23.7443	114.7002	China	2837686	1156665165	1	#FFAADE
Wuzhou	Wuzhou	23.4767	111.279	China	2820977	1156620133	1	#FFAADE
Pretoria	Pretoria	-25.7461	28.1881	South Africa	2818100	1710176249	6.1	
Suining	Suining	30.533	105.593	China	2814196	1156655650	1	#FFAADE
Omdurman	Omdurman	15.6835	32.4629	Sudan	2805396	1729912179	32	
Weihai	Weihai	37.5133	122.1205	China	2804771	1156473300	1	#FFAADE
Rizhao	Rizhao	35.417	119.527	China	2801013	1156032841	1	#FFAADE
Malang	Malang	-7.98	112.62	Indonesia	2795209	1360141408	1	
Stuttgart	Stuttgart	48.7775	9.18	Germany	2787724	1276171358	1	
Daqing	Daqing	46.589	125.104	China	2781562	1156403962	3	#FFAADE
Rome	Rome	41.8931	12.4828	Italy	2748109	1380382862	1	#70B06F
Kaohsiung	Kaohsiung	22.615	120.2975	Taiwan	2737660	1158331334	3	
Brooklyn	Brooklyn	40.6501	-73.9496	United States	2736074	1840034030	42.2	#2B70C9
Xiangtan	Xiangtan	27.8313	112.9454	China	2726181	1156195684	1	#FFAADE
Bazhou	Bazhou	31.868	106.748	China	2712894	1156271365	1	#FFAADE
Handan	Handan	36.601	114.487	China	2708015	1156957080	2	#FFAADE
Brisbane	Brisbane	-27.4678	153.0281	Australia	2706966	1036192929	1	#FFA747
Jinzhou	Jinzhou	41.129	121.148	China	2703853	1156157151	1	#FFAADE
Denver	Denver	39.762	-104.8758	United States	2691349	1840018789	1	#2B70C9
Xinzhou	Xinzhou	38.416	112.734	China	2689668	1156617534	1	#FFAADE
Nanping	Nanping	26.6418	118.1774	China	2680645	1156927445	1	#FFAADE
GÄzipura	Gazipura	23.9234	90.3959	Bangladesh	2674697	1050449249	1	
Shanwei	Shanwei	22.7872	115.3756	China	2672819	1156939010	1	#FFAADE
Maracaibo	Maracaibo	10.6333	-71.6333	Venezuela	2658355	1862072711	3.5	
Chaozhou	Chaozhou	23.658	116.622	China	2656600	1156549118	18.4	#FFAADE
Baotou	Baotou	40.6213	109.9532	China	2650364	1156032751	9.2	#FFAADE
Longyan	Longyan	25.076	117.017	China	2640000	1156012979	10.6	#FFAADE
Weifang	Weifang	36.708	119.162	China	2636154	1156912965	4	#FFAADE
Huaiâ€™an	Huai'an	33.551	119.113	China	2632788	1156634228	1	#FFAADE
Zibo	Zibo	36.8138	118.055	China	2631647	1156381094	10.6	#FFAADE
Attadappa	Attadappa	11.8689	75.3555	India	2615266	1356069832	1	#FF7C4C
Munich	Munich	48.1375	11.575	Germany	2606021	1276692352	2.6	
Gulou	Gulou	26.0865	119.298	China	2606000	1156680279	1	#FFAADE
Birmingham	Birmingham	52.48	-1.9025	United Kingdom	2590363	1826423213	2.3	#FF5151
Valencia	Valencia	10.1833	-68	Venezuela	2585202	1862309871	32	
Damascus	Damascus	33.502	36.2981	Syria	2584771	1760685964	2	
Chattogram	Chattogram	22.335	91.8325	Bangladesh	2581643	1050830722	1	
Brazzaville	Brazzaville	-4.2667	15.2667	Congo (Brazzaville)	2557100	1178340306	48.5	
Yangjiang	Yangjiang	21.857	111.983	China	2555600	1156123172	12.1	#FFAADE
Sanaa	Sanaa	15.3483	44.2064	Yemen	2545000	1887750814	1.3	
BarmhÄn KalÄn	Barmhan Kalan	19.1972	72.9722	India	2537000	1356157519	1	#FF7C4C
MedellÃ­n	Medellin	6.2308	-75.5906	Colombia	2529403	1170680389	1.5	
Dingxi	Dingxi	35.608	104.592	China	2524097	1156518274	1	#FFAADE
Shaoxing	Shaoxing	30.0511	120.5833	China	2521964	1156893449	18.4	#FFAADE
Yantai	Yantai	37.4646	121.4478	China	2511053	1156932948	3	#FFAADE
Huizhou	Huizhou	23.112	114.416	China	2509243	1156203268	18.4	#FFAADE
Xuanzhou	Xuanzhou	30.939	118.759	China	2500063	1156424311	1	#FFAADE
MirzÄpur	Mirzapur	25.146	82.569	India	2496970	1356427908	1	#FF7C4C
Hamburg	Hamburg	53.55	10	Germany	2496600	1276041799	2.3	
Taipei	Taipei	25.0375	121.5625	Taiwan	2494813	1158881289	3	
Ankang	Ankang	32.6854	109.029	China	2493436	1156255711	1	#FFAADE
Zigong	Zigong	29.339	104.779	China	2489256	1156023354	8	#FFAADE
Sanming	Sanming	26.2634	117.6389	China	2486450	1156294429	1	#FFAADE
Toluca	Toluca	19.2925	-99.6569	Mexico	2476689	1484124846	1	
Huangshi	Huangshi	30.2011	115.039	China	2469079	1156234290	1	#FFAADE
YaoundÃ©	Yaounde	3.8667	11.5167	Cameroon	2440462	1120298240	1	
Zhuhai	Zhuhai	22.2742	113.5719	China	2439585	1156722242	21.1	#FFAADE
Huludao	Huludao	40.711	120.837	China	2434194	1156580218	1	#FFAADE
Baoshan	Baoshan	25.112	99.161	China	2431211	1156546994	1	#FFAADE
Mecca	Mecca	21.4225	39.8261	Saudi Arabia	2427924	1682169241	21.1	#70B06F
Vancouver	Vancouver	49.25	-123.1	Canada	2426160	1124825478	1	
Lianshan	Lianshan	40.7523	120.828	China	2426000	1156046704	1	#FFAADE
Beirut	Beirut	33.8981	35.5058	Lebanon	2421354	1422847713	7	
Salvador	Salvador	-12.9831	-38.4928	Brazil	2417678	1076923789	1	#9CCE59
Bucharest	Bucharest	44.4325	26.1039	Romania	2412530	1642414442	1	
Longba	Longba	33.3702	104.9603	China	2407272	1156633259	1	#FFAADE
NÄgpur	Nagpur	21.1497	79.0806	India	2405665	1356365743	1	#FF7C4C
Queens	Queens	40.7498	-73.7976	United States	2405464	1840034002	64	#2B70C9
Tieling	Tieling	42.2237	123.726	China	2388294	1156089994	1	#FFAADE
Yunfu	Yunfu	22.9152	112.0445	China	2383350	1156057251	9.2	#FFAADE
Bekasi	Bekasi	-6.2333	107	Indonesia	2381053	1360673840	65	
Daegu	Daegu	35.8717	128.6017	Korea, South	2376044	1410095252	3	#2B70C9
GhÄziÄbÄd	Ghaziabad	28.67	77.42	India	2375820	1356691871	1	#FF7C4C
Luoyang	Luoyang	34.6197	112.4539	China	2372571	1156069315	13.9	#FFAADE
Luohe	Luohe	33.5804	114.0166	China	2367490	1156330876	2.3	#FFAADE
Algiers	Algiers	36.7325	3.0872	Algeria	2364230	1012973369	1	
